,City,Cuisines,Cost,Tablebooking,Onlinedelivery,deliverynow,Price_range,rating,rating_color,rating_text,Votes
4932,88,1699,300,0,0,0,1,3.3,2,0,29
4933,88,1306,350,0,0,0,1,3.1,2,0,21
4934,88,890,200,0,1,0,1,2.8,2,0,7
4935,88,1306,500,0,0,0,2,2.7,2,0,25
4936,88,497,300,0,0,0,1,3.4,2,0,31
4937,88,518,350,0,0,0,1,3.0,2,0,10
4938,88,518,300,0,1,0,1,3.2,2,0,23
4939,88,497,350,0,0,0,1,3.1,2,0,7
4940,88,828,250,0,0,0,1,3.1,2,0,13
4941,88,549,250,0,0,0,1,3.1,2,0,10
4942,88,243,600,0,1,0,2,3.5,5,2,22
4943,88,310,500,0,1,0,2,3.5,5,2,66
4944,88,1749,200,0,0,0,1,3.8,5,2,70
4945,88,1098,600,0,1,0,2,3.8,5,2,270
4946,88,1781,800,0,1,0,2,3.7,5,2,40
4947,88,478,500,0,0,0,2,3.5,5,2,54
4948,88,1514,500,0,0,0,2,0.0,4,3,3
4949,88,1699,250,0,0,0,1,0.0,4,3,0
4950,88,828,350,0,0,0,1,0.0,4,3,0
4951,88,1708,350,0,0,0,1,0.0,4,3,0
4952,88,549,300,0,0,0,1,0.0,4,3,0
4953,88,1283,800,0,1,0,2,2.4,3,4,41
4954,88,1586,400,0,1,0,1,2.1,3,4,121
4955,88,1329,500,0,1,0,2,2.2,3,4,120
4956,88,555,800,0,1,0,2,4.1,1,5,675
4957,88,895,2000,0,0,0,4,3.3,2,0,20
4958,88,497,5000,1,0,0,4,3.5,5,2,114
4959,88,331,2000,0,0,0,4,3.9,5,2,90
4960,88,895,3000,1,0,0,4,3.5,5,2,39
4961,88,625,4500,1,0,0,4,3.8,5,2,273
4962,88,671,4500,1,0,0,4,4.0,1,5,189
4963,88,1306,1000,1,0,0,3,3.5,5,2,26
4964,88,1329,600,0,0,0,2,2.5,2,0,66
4965,88,1520,650,0,0,0,2,3.1,2,0,15
4966,88,588,650,0,0,0,2,3.1,2,0,81
4967,88,1600,400,0,0,0,1,3.3,2,0,205
4968,88,1514,1000,1,0,0,3,3.1,2,0,54
4969,88,1626,700,0,0,0,2,2.5,2,0,81
4970,88,1520,650,0,1,0,2,3.2,2,0,67
4971,88,994,150,0,0,0,1,2.9,2,0,8
4972,88,1520,1000,1,1,0,3,2.6,2,0,72
4973,88,191,250,0,0,0,1,3.4,2,0,51
4974,88,1520,700,0,1,0,2,3.2,2,0,75
4975,88,828,250,0,0,0,1,2.7,2,0,27
4976,88,986,200,0,0,0,1,3.2,2,0,15
4977,88,563,400,0,0,0,1,2.6,2,0,32
4978,88,115,1500,1,0,0,3,3.0,2,0,7
4979,88,1373,450,0,0,0,1,2.9,2,0,49
4980,88,177,400,0,0,0,1,3.1,2,0,12
4981,88,1513,500,0,0,0,2,2.6,2,0,26
4982,88,1262,250,0,0,0,1,3.3,2,0,25
4983,88,1655,350,0,0,0,1,2.9,2,0,12
4984,88,1373,850,1,0,0,2,2.5,2,0,55
4985,88,549,1000,1,0,0,3,3.2,2,0,18
4986,88,1524,700,0,1,0,2,3.4,2,0,98
4987,88,828,200,0,0,0,1,3.1,2,0,8
4988,88,1262,350,0,0,0,1,2.9,2,0,6
4989,88,1650,400,0,0,0,1,2.7,2,0,10
4990,88,1099,700,1,1,0,2,3.3,2,0,171
4991,88,58,500,0,1,0,2,3.2,2,0,66
4992,88,331,600,0,0,0,2,3.1,2,0,11
4993,88,1121,2200,1,0,0,4,3.1,2,0,10
4994,88,982,300,0,0,0,1,3.6,5,2,26
4995,88,395,500,0,0,0,2,3.5,5,2,14
4996,88,1716,400,0,1,0,1,3.8,5,2,330
4997,88,70,1000,0,1,0,3,3.8,5,2,25
4998,88,44,2000,1,1,0,4,3.7,5,2,393
4999,88,780,300,0,1,0,1,3.9,5,2,200
5000,88,1288,1800,1,1,0,3,3.5,5,2,148
5001,88,1520,600,0,0,0,2,3.8,5,2,202
5002,88,760,300,0,0,0,1,3.6,5,2,58
5003,88,331,1000,1,0,0,3,0.0,4,3,2
5004,88,331,450,0,0,0,1,2.3,3,4,52
5005,88,1126,2900,1,0,0,4,4.1,1,5,665
5006,88,115,2100,1,0,0,4,4.1,1,5,278
5007,88,54,1000,0,0,0,3,4.1,1,5,3495
5008,88,1559,500,0,0,0,2,2.8,2,0,8
5009,88,497,450,0,0,0,1,3.0,2,0,63
5010,88,1749,400,0,0,0,1,3.3,2,0,13
5011,88,588,500,0,0,0,2,2.7,2,0,19
5012,88,1329,700,0,0,0,2,3.1,2,0,55
5013,88,1306,550,0,0,0,2,3.1,2,0,53
5014,88,1306,300,0,0,0,1,2.9,2,0,13
5015,88,1306,150,0,0,0,1,2.9,2,0,7
5016,88,1626,500,0,0,0,2,3.2,2,0,19
5017,88,121,2000,1,0,0,4,3.7,5,2,131
5018,88,191,200,0,0,0,1,3.6,5,2,25
5019,88,1514,1000,1,0,0,3,3.8,5,2,194
5020,88,1275,450,0,0,0,1,3.7,5,2,162
5021,88,177,400,0,0,0,1,0.0,4,3,1
5022,88,1235,250,0,0,0,1,0.0,4,3,2
5023,88,1306,400,0,0,0,1,0.0,4,3,0
5024,88,497,300,0,0,0,1,0.0,4,3,0
5025,88,226,300,0,0,0,1,0.0,4,3,2
5026,88,816,2600,1,1,0,4,4.2,1,5,2549
5027,88,1512,400,0,0,0,1,2.7,2,0,11
5028,88,1306,200,0,0,0,1,2.9,2,0,5
5029,88,1559,1000,1,0,0,3,2.9,2,0,7
5030,88,1235,200,0,0,0,1,2.7,2,0,14
5031,88,1251,600,0,0,0,2,2.9,2,0,6
5032,88,1329,550,0,0,0,2,3.0,2,0,5
5033,88,497,300,0,0,0,1,3.2,2,0,17
5034,88,878,600,0,1,0,2,2.5,2,0,6
5035,88,1306,600,0,0,0,2,3.1,2,0,16
5036,88,497,400,0,0,0,1,3.1,2,0,12
5037,88,1348,600,0,0,0,2,2.9,2,0,11
5038,88,1373,700,0,0,0,2,3.1,2,0,6
5039,88,1329,950,1,0,0,2,2.8,2,0,17
5040,88,1520,800,1,0,0,2,3.0,2,0,22
5041,88,1572,550,0,0,0,2,3.0,2,0,5
5042,88,866,500,0,0,0,2,3.1,2,0,8
5043,88,1523,900,1,0,0,2,2.8,2,0,10
5044,88,1447,500,0,0,0,2,2.9,2,0,15
5045,88,1329,900,1,0,0,2,2.9,2,0,6
5046,88,245,300,0,0,0,1,2.8,2,0,5
5047,88,1329,550,0,0,0,2,2.9,2,0,5
5048,88,1377,1000,1,0,0,3,3.1,2,0,16
5049,88,1306,200,0,0,0,1,2.9,2,0,5
5050,88,1329,450,0,0,0,1,2.9,2,0,6
5051,88,1336,700,0,0,0,2,3.9,5,2,23
5052,88,1262,150,0,0,0,1,0.0,4,3,0
5053,88,1306,500,0,0,0,2,0.0,4,3,0
5054,88,1306,350,0,0,0,1,0.0,4,3,0
5055,88,1306,150,0,0,0,1,0.0,4,3,1
5056,88,310,200,0,0,0,1,0.0,4,3,1
5057,88,841,250,0,0,0,1,0.0,4,3,0
5058,88,186,600,0,1,0,2,0.0,4,3,0
5059,88,1306,100,0,0,0,1,0.0,4,3,0
5060,88,468,1000,0,0,0,3,0.0,4,3,0
5061,88,1373,600,0,0,0,2,0.0,4,3,0
5062,88,1306,150,0,0,0,1,0.0,4,3,0
5063,88,1520,300,0,0,0,1,0.0,4,3,0
5064,88,177,300,0,0,0,1,0.0,4,3,2
5065,88,1348,650,0,0,0,2,0.0,4,3,0
5066,88,1520,600,0,0,0,2,0.0,4,3,2
5067,88,1508,300,0,0,0,1,0.0,4,3,1
5068,88,1329,350,0,0,0,1,0.0,4,3,0
5069,88,1749,150,0,0,0,1,0.0,4,3,0
5070,88,1306,350,0,0,0,1,0.0,4,3,0
5071,88,1306,100,0,0,0,1,0.0,4,3,0
5072,88,1306,400,0,0,0,1,0.0,4,3,3
5073,88,828,450,0,0,0,1,0.0,4,3,3
5074,88,1153,350,0,0,0,1,0.0,4,3,0
5075,88,1381,250,0,0,0,1,0.0,4,3,0
5076,88,1329,500,0,0,0,2,0.0,4,3,1
5077,88,177,250,0,0,0,1,0.0,4,3,2
5078,88,1288,500,0,0,0,2,0.0,4,3,0
5079,88,1306,300,0,0,0,1,0.0,4,3,0
5080,88,1306,300,0,0,0,1,0.0,4,3,0
5081,88,1321,150,0,0,0,1,0.0,4,3,2
5082,88,1348,500,0,0,0,2,0.0,4,3,1
5083,88,1626,250,0,0,0,1,0.0,4,3,2
5084,88,1721,450,0,0,0,1,0.0,4,3,1
5085,88,1306,500,0,0,0,2,0.0,4,3,1
5086,88,1306,450,0,0,0,1,0.0,4,3,2
5087,88,497,300,0,0,0,1,0.0,4,3,1
5088,88,1275,300,0,0,0,1,0.0,4,3,1
5089,88,1321,250,0,0,0,1,0.0,4,3,2
5090,88,1306,150,0,0,0,1,0.0,4,3,0
5091,88,1306,250,0,0,0,1,0.0,4,3,0
5092,88,1520,1000,1,0,0,3,0.0,4,3,0
5093,88,243,350,0,0,0,1,0.0,4,3,0
5094,88,1306,200,0,0,0,1,0.0,4,3,0
5095,88,1262,150,0,0,0,1,0.0,4,3,1
5096,88,895,2000,1,0,0,4,2.7,2,0,17
5097,88,819,3200,1,0,0,4,3.4,2,0,39
5098,88,1401,3000,1,0,0,4,3.3,2,0,57
5099,88,549,500,0,0,0,2,3.0,2,0,8
5100,88,331,500,0,0,0,2,3.2,2,0,13
5101,88,1295,450,0,0,0,1,3.1,2,0,7
5102,88,1807,450,0,0,0,1,3.1,2,0,8
5103,88,1329,300,0,0,0,1,0.0,4,3,0
5104,88,497,400,0,0,0,1,0.0,4,3,1
5105,88,1811,400,0,0,0,1,0.0,4,3,0
5106,88,463,600,0,0,0,2,0.0,4,3,0
5107,88,1807,400,0,0,0,1,0.0,4,3,3
5108,88,1806,500,0,0,0,2,0.0,4,3,0
5109,88,1398,550,0,0,0,2,0.0,4,3,0
5110,88,982,250,0,0,0,1,0.0,4,3,0
5111,88,497,300,0,0,0,1,0.0,4,3,0
5112,88,1808,400,0,0,0,1,0.0,4,3,0
5113,88,1298,300,0,0,0,1,0.0,4,3,0
5114,88,1807,300,0,0,0,1,0.0,4,3,0
5115,88,1298,300,0,0,0,1,0.0,4,3,0
5116,88,489,300,0,0,0,1,0.0,4,3,0
5117,88,1807,600,0,0,0,2,0.0,4,3,1
5118,88,1573,400,0,0,0,1,0.0,4,3,0
5119,88,1299,300,0,0,0,1,0.0,4,3,0
5120,88,497,450,0,0,0,1,0.0,4,3,3
5121,88,121,500,0,0,0,2,0.0,4,3,0
5122,88,1444,350,0,0,0,1,0.0,4,3,0
5123,88,1808,600,0,0,0,2,0.0,4,3,1
5124,88,1514,700,0,1,0,2,3.2,2,0,93
5125,88,310,400,0,0,0,1,3.3,2,0,78
5126,88,358,450,0,0,0,1,3.1,2,0,7
5127,88,331,450,0,0,0,1,2.5,2,0,52
5128,88,1224,1550,1,1,0,3,3.3,2,0,191
5129,88,186,500,0,0,0,2,3.4,2,0,75
5130,88,1769,350,0,0,0,1,3.3,2,0,51
5131,88,588,650,0,1,0,2,3.3,2,0,35
5132,88,1514,800,0,1,0,2,3.4,2,0,297
5133,88,1373,800,0,0,0,2,3.2,2,0,245
5134,88,1373,650,0,1,0,2,2.7,2,0,68
5135,88,1329,500,0,0,0,2,3.3,2,0,105
5136,88,951,200,0,1,0,1,3.4,2,0,45
5137,88,1288,800,1,1,0,2,3.0,2,0,183
5138,88,1699,200,0,0,0,1,3.0,2,0,15
5139,88,1448,400,0,1,0,1,2.8,2,0,75
5140,88,610,400,0,1,0,1,3.2,2,0,17
5141,88,1185,300,0,1,0,1,3.3,2,0,20
5142,88,865,300,0,0,0,1,3.4,2,0,214
5143,88,1329,600,0,1,0,2,2.6,2,0,146
5144,88,191,250,0,1,0,1,3.4,2,0,103
5145,88,834,550,0,1,0,2,3.3,2,0,250
5146,88,1348,800,0,1,0,2,3.4,2,0,50
5147,88,497,400,0,0,0,1,3.2,2,0,14
5148,88,1102,800,0,1,0,2,2.8,2,0,120
5149,88,1329,700,0,1,0,2,3.0,2,0,34
5150,88,1769,150,0,1,0,1,3.3,2,0,62
5151,88,868,500,0,1,0,2,3.4,2,0,218
5152,88,497,800,0,1,0,2,3.4,2,0,217
5153,88,58,500,0,1,0,2,2.8,2,0,183
5154,88,444,850,1,1,0,2,3.4,2,0,155
5155,88,1520,800,1,1,0,2,2.8,2,0,198
5156,88,1520,600,0,1,1,2,3.4,2,0,485
5157,88,1520,600,0,1,1,2,3.2,2,0,134
5158,88,1761,350,0,1,0,1,3.3,2,0,37
5159,88,243,600,0,1,0,2,3.6,5,2,61
5160,88,1520,900,0,1,0,2,3.5,5,2,226
5161,88,1373,500,0,1,0,2,3.9,5,2,100
5162,88,246,1000,0,1,0,3,3.9,5,2,113
5163,88,297,850,0,1,0,2,3.9,5,2,50
5164,88,497,650,0,1,0,2,3.8,5,2,306
5165,88,1329,750,0,1,0,2,3.5,5,2,361
5166,88,307,600,0,1,0,2,3.6,5,2,290
5167,88,1329,800,0,1,0,2,3.7,5,2,93
5168,88,1699,400,0,1,0,1,3.7,5,2,370
5169,88,1469,700,0,1,0,2,3.8,5,2,55
5170,88,1040,600,0,1,0,2,3.7,5,2,132
5171,88,986,400,0,1,0,1,3.7,5,2,145
5172,88,1262,250,0,0,0,1,3.8,5,2,45
5173,88,1655,350,0,0,0,1,3.5,5,2,52
5174,88,1093,500,0,1,0,2,3.7,5,2,99
5175,88,828,150,0,0,0,1,3.6,5,2,82
5176,88,1520,850,1,1,0,2,3.5,5,2,99
5177,88,1262,100,0,0,0,1,3.6,5,2,114
5178,88,1520,650,0,0,0,2,3.6,5,2,427
5179,88,588,600,0,0,0,2,3.7,5,2,408
5180,88,588,700,0,1,0,2,3.5,5,2,60
5181,88,612,700,0,1,0,2,3.6,5,2,412
5182,88,1801,1500,0,0,0,3,3.9,5,2,38
5183,88,201,450,0,0,0,1,3.7,5,2,137
5184,88,1290,700,0,1,0,2,3.5,5,2,259
5185,88,1804,1500,0,1,0,3,3.6,5,2,148
5186,88,588,850,0,1,0,2,3.6,5,2,268
5187,88,625,400,0,1,0,1,3.9,5,2,91
5188,88,144,1500,1,1,0,3,3.5,5,2,104
5189,88,1380,1500,1,0,0,3,3.5,5,2,168
5190,88,1403,1000,1,1,0,3,3.6,5,2,305
5191,88,1514,650,0,1,0,2,3.8,5,2,75
5192,88,1323,950,0,1,0,2,3.7,5,2,41
5193,88,972,800,0,1,0,2,3.5,5,2,34
5194,88,1626,700,0,0,0,2,2.3,3,4,185
5195,88,1520,450,0,1,0,1,2.3,3,4,18
5196,88,1566,550,0,1,0,2,2.4,3,4,137
5197,88,1520,400,0,1,0,1,2.0,3,4,84
5198,88,1183,600,0,1,0,2,2.2,3,4,182
5199,88,1514,700,0,1,0,2,4.4,1,5,84
5200,88,241,300,0,1,0,1,4.0,1,5,308
5201,88,1444,900,1,1,0,2,4.0,1,5,153
5202,88,336,500,0,1,0,2,4.0,1,5,244
5203,88,349,700,0,1,0,2,4.1,1,5,84
5204,88,972,800,0,1,0,2,4.0,1,5,255
5205,88,394,300,0,1,0,1,4.3,1,5,126
5206,88,1784,1000,0,1,0,3,4.0,1,5,53
5207,88,408,250,0,1,0,1,4.1,1,5,135
5208,88,497,300,0,0,0,1,3.2,2,0,10
5209,88,497,300,0,0,0,1,3.3,2,0,47
5210,88,828,100,0,0,0,1,0.0,4,3,1
5211,88,177,600,0,0,0,2,0.0,4,3,2
5212,88,1401,300,0,0,0,1,0.0,4,3,2
5213,88,1306,500,0,0,0,2,0.0,4,3,2
5214,88,1329,1200,1,1,0,3,4.2,1,5,278
5215,88,1306,300,0,0,0,1,3.2,2,0,20
5216,88,1655,350,0,1,0,1,2.7,2,0,7
5217,88,1705,350,0,0,0,1,3.0,2,0,6
5218,88,247,400,0,0,0,1,3.2,2,0,13
5219,88,1705,300,0,0,0,1,3.1,2,0,14
5220,88,1262,150,0,0,0,1,2.9,2,0,18
5221,88,1626,250,0,0,0,1,3.0,2,0,6
5222,88,201,450,0,0,0,1,3.1,2,0,7
5223,88,497,350,0,0,0,1,3.1,2,0,10
5224,88,1520,700,0,0,0,2,3.2,2,0,21
5225,88,1306,350,0,0,0,1,3.5,5,2,25
5226,88,1329,600,0,1,0,2,3.5,5,2,24
5227,88,549,300,0,0,0,1,0.0,4,3,3
5228,88,1306,200,0,0,0,1,0.0,4,3,3
5229,88,1329,450,0,0,0,1,0.0,4,3,2
5230,88,828,300,0,1,0,1,2.6,2,0,4
5231,88,549,450,0,0,0,1,3.2,2,0,19
5232,88,1262,150,0,0,0,1,2.9,2,0,5
5233,88,1306,150,0,0,0,1,2.9,2,0,7
5234,88,1520,350,0,1,0,1,2.8,2,0,7
5235,88,1306,300,0,0,0,1,2.9,2,0,4
5236,88,788,150,0,0,0,1,2.7,2,0,20
5237,88,982,300,0,1,0,1,3.1,2,0,13
5238,88,1373,1100,1,1,0,3,3.2,2,0,51
5239,88,1329,500,0,0,0,2,2.7,2,0,14
5240,88,1306,250,0,0,0,1,3.0,2,0,8
5241,88,1514,750,1,0,0,2,2.7,2,0,29
5242,88,497,300,0,1,0,1,2.7,2,0,11
5243,88,497,350,0,0,0,1,2.7,2,0,28
5244,88,201,150,0,0,0,1,2.6,2,0,25
5245,88,1520,650,0,0,0,2,3.2,2,0,86
5246,88,841,200,0,0,0,1,2.9,2,0,6
5247,88,1329,500,0,0,0,2,2.7,2,0,33
5248,88,177,200,0,0,0,1,3.1,2,0,34
5249,88,1262,100,0,0,0,1,3.0,2,0,8
5250,88,1373,900,1,1,0,2,3.1,2,0,77
5251,88,1655,350,0,0,0,1,3.2,2,0,24
5252,88,1306,250,0,0,0,1,2.7,2,0,14
5253,88,1520,500,0,0,0,2,2.7,2,0,46
5254,88,518,350,0,0,0,1,2.6,2,0,61
5255,88,246,650,0,1,0,2,2.7,2,0,60
5256,88,1329,400,0,1,0,1,3.0,2,0,20
5257,88,1153,300,0,0,0,1,3.3,2,0,45
5258,88,177,300,0,1,0,1,2.8,2,0,8
5259,88,10,500,0,1,0,2,3.3,2,0,21
5260,88,1760,250,0,0,0,1,2.9,2,0,5
5261,88,201,100,0,0,0,1,3.0,2,0,22
5262,88,1329,500,0,1,0,2,2.7,2,0,5
5263,88,1590,250,0,0,0,1,2.9,2,0,5
5264,88,1306,400,0,0,0,1,3.0,2,0,4
5265,88,1329,600,0,1,0,2,2.6,2,0,53
5266,88,1650,400,0,0,0,1,2.8,2,0,11
5267,88,828,350,0,1,0,1,3.3,2,0,58
5268,88,191,350,0,1,0,1,2.8,2,0,15
5269,88,518,300,0,0,0,1,3.1,2,0,26
5270,88,1705,200,0,0,0,1,3.0,2,0,18
5271,88,1702,600,0,0,0,2,2.8,2,0,49
5272,88,1514,400,0,0,0,1,3.1,2,0,7
5273,88,186,250,0,0,0,1,3.1,2,0,7
5274,88,1329,600,0,1,0,2,3.2,2,0,23
5275,88,841,400,0,1,0,1,3.1,2,0,53
5276,88,155,2000,1,0,0,4,3.1,2,0,80
5277,88,568,550,0,1,0,2,3.4,2,0,33
5278,88,186,150,0,0,0,1,3.7,5,2,39
5279,88,879,500,0,1,0,2,3.6,5,2,165
5280,88,331,250,0,0,0,1,3.7,5,2,72
5281,88,828,500,0,1,0,2,3.7,5,2,49
5282,88,1226,550,0,0,0,2,3.7,5,2,57
5283,88,1763,300,0,1,0,1,3.7,5,2,65
5284,88,1306,150,0,0,0,1,0.0,4,3,1
5285,88,1306,200,0,0,0,1,0.0,4,3,2
5286,88,186,300,0,0,0,1,0.0,4,3,0
5287,88,186,300,0,0,0,1,0.0,4,3,0
5288,88,828,250,0,0,0,1,0.0,4,3,2
5289,88,1514,500,0,0,0,2,0.0,4,3,1
5290,88,497,200,0,0,0,1,0.0,4,3,0
5291,88,1329,400,0,0,0,1,0.0,4,3,0
5292,88,1444,150,0,0,0,1,0.0,4,3,0
5293,88,352,200,0,0,0,1,0.0,4,3,0
5294,88,841,400,0,0,0,1,0.0,4,3,1
5295,88,828,300,0,0,0,1,0.0,4,3,0
5296,88,177,250,0,0,0,1,0.0,4,3,1
5297,88,1306,450,0,0,0,1,0.0,4,3,3
5298,88,1514,600,0,0,0,2,0.0,4,3,2
5299,88,1444,200,0,0,0,1,0.0,4,3,2
5300,88,1520,550,0,0,0,2,0.0,4,3,0
5301,88,1559,200,0,0,0,1,0.0,4,3,0
5302,88,1306,300,0,0,0,1,0.0,4,3,0
5303,88,1212,300,0,0,0,1,0.0,4,3,3
5304,88,1306,200,0,0,0,1,0.0,4,3,0
5305,88,1699,150,0,0,0,1,0.0,4,3,0
5306,88,1306,100,0,0,0,1,0.0,4,3,0
5307,88,186,300,0,0,0,1,0.0,4,3,0
5308,88,1699,200,0,0,0,1,0.0,4,3,1
5309,88,177,150,0,0,0,1,0.0,4,3,3
5310,88,1321,300,0,0,0,1,0.0,4,3,0
5311,88,331,450,0,0,0,1,2.4,3,4,49
5312,88,1348,500,0,1,0,2,2.4,3,4,76
5313,88,497,300,0,1,0,1,2.4,3,4,36
5314,88,1262,100,0,0,0,1,3.1,2,0,12
5315,88,1235,100,0,0,0,1,2.8,2,0,14
5316,88,201,300,0,1,0,1,3.3,2,0,48
5317,88,1329,350,0,0,0,1,3.2,2,0,12
5318,88,497,300,0,0,0,1,2.9,2,0,4
5319,88,518,300,0,0,0,1,3.0,2,0,7
5320,88,1444,500,0,1,0,2,2.7,2,0,49
5321,88,1761,300,0,0,0,1,3.0,2,0,5
5322,88,1321,500,0,1,0,2,2.5,2,0,25
5323,88,1699,250,0,0,0,1,2.8,2,0,11
5324,88,828,250,0,0,0,1,3.2,2,0,44
5325,88,1590,250,0,0,0,1,2.8,2,0,8
5326,88,1306,500,0,0,0,2,3.1,2,0,22
5327,88,1699,300,0,0,0,1,3.3,2,0,23
5328,88,1384,400,0,0,0,1,2.8,2,0,69
5329,88,1329,1000,1,1,0,3,2.6,2,0,94
5330,88,1444,400,0,1,0,1,3.1,2,0,81
5331,88,1749,150,0,0,0,1,3.3,2,0,16
5332,88,1749,50,0,0,0,1,3.6,5,2,32
5333,88,1749,150,0,0,0,1,3.5,5,2,16
5334,88,331,400,0,1,0,1,3.7,5,2,79
5335,88,1749,200,0,0,0,1,3.8,5,2,94
5336,88,331,500,0,1,0,2,3.9,5,2,254
5337,88,518,400,0,1,0,1,3.7,5,2,410
5338,88,1336,450,0,1,0,1,3.6,5,2,100
5339,88,177,300,0,0,0,1,0.0,4,3,0
5340,88,880,350,0,0,0,1,0.0,4,3,3
5341,88,1306,300,0,0,0,1,0.0,4,3,0
5342,88,1099,700,0,1,0,2,2.2,3,4,119
5343,88,1329,700,0,0,0,2,2.6,2,0,27
5344,88,1514,450,0,0,0,1,3.1,2,0,5
5345,88,1406,900,1,0,0,2,3.0,2,0,25
5346,88,1329,300,0,0,0,1,2.8,2,0,4
5347,88,1153,300,0,0,0,1,3.0,2,0,24
5348,88,518,400,0,0,0,1,3.0,2,0,30
5349,88,1559,400,0,0,0,1,2.8,2,0,19
5350,88,54,400,0,0,0,1,2.6,2,0,35
5351,88,1306,450,0,0,0,1,3.3,2,0,28
5352,88,1235,100,0,0,0,1,2.7,2,0,11
5353,88,1626,500,0,1,0,2,2.7,2,0,29
5354,88,1306,200,0,0,0,1,3.0,2,0,6
5355,88,1306,200,0,0,0,1,3.0,2,0,6
5356,88,497,300,0,0,0,1,2.9,2,0,9
5357,88,1306,400,0,0,0,1,2.9,2,0,5
5358,88,1306,250,0,0,0,1,2.8,2,0,10
5359,88,1306,500,0,0,0,2,2.9,2,0,4
5360,88,549,900,1,0,0,2,3.3,2,0,26
5361,88,828,150,0,0,0,1,3.0,2,0,13
5362,88,828,500,0,1,0,2,3.5,5,2,90
5363,88,1306,300,0,0,0,1,0.0,4,3,3
5364,88,1306,100,0,0,0,1,0.0,4,3,1
5365,88,177,200,0,0,0,1,0.0,4,3,2
5366,88,1306,300,0,0,0,1,0.0,4,3,1
5367,88,1329,200,0,0,0,1,0.0,4,3,2
5368,88,689,300,0,0,0,1,0.0,4,3,1
5369,88,1275,500,0,0,0,2,0.0,4,3,3
5370,88,243,300,0,0,0,1,0.0,4,3,1
5371,88,1618,300,0,0,0,1,0.0,4,3,0
5372,88,744,500,0,0,0,2,0.0,4,3,1
5373,88,1306,250,0,0,0,1,0.0,4,3,2
5374,88,1306,500,0,0,0,2,0.0,4,3,0
5375,88,1655,350,0,0,0,1,3.0,2,0,7
5376,88,1554,400,0,0,0,1,2.9,2,0,4
5377,88,1306,250,0,0,0,1,2.9,2,0,9
5378,88,1329,400,0,0,0,1,2.9,2,0,6
5379,88,331,500,0,0,0,2,0.0,4,3,0
5380,88,1275,300,0,0,0,1,0.0,4,3,1
5381,88,1334,700,0,0,0,2,0.0,4,3,0
5382,88,191,250,0,0,0,1,0.0,4,3,2
5383,88,1444,250,0,0,0,1,0.0,4,3,0
5384,88,518,200,0,0,0,1,0.0,4,3,0
5385,88,518,200,0,0,0,1,0.0,4,3,0
5386,88,1306,500,0,0,0,2,0.0,4,3,3
5387,88,497,400,0,0,0,1,0.0,4,3,1
5388,88,986,400,0,0,0,1,0.0,4,3,3
5389,88,828,200,0,0,0,1,0.0,4,3,0
5390,88,1699,250,0,0,0,1,0.0,4,3,0
5391,88,549,300,0,0,0,1,0.0,4,3,0
5392,88,497,250,0,0,0,1,0.0,4,3,1
5393,88,1306,600,0,0,0,2,0.0,4,3,1
5394,88,865,300,0,0,0,1,0.0,4,3,0
5395,88,837,500,0,0,0,2,3.4,2,0,91
5396,88,1520,1000,1,1,0,3,3.2,2,0,151
5397,88,1102,1000,0,0,0,3,2.8,2,0,83
5398,88,1514,700,0,0,0,2,2.9,2,0,4
5399,88,1306,500,0,0,0,2,3.0,2,0,4
5400,88,1288,400,0,0,0,1,0.0,4,3,0
5401,88,1261,250,0,0,0,1,0.0,4,3,0
5402,88,982,300,0,0,0,1,0.0,4,3,1
5403,88,1252,400,0,0,0,1,0.0,4,3,0
5404,88,1444,150,0,0,0,1,0.0,4,3,0
5405,88,177,200,0,0,0,1,0.0,4,3,0
5406,88,186,600,0,1,0,2,0.0,4,3,0
5407,88,497,150,0,0,0,1,0.0,4,3,0
5408,88,1306,350,0,0,0,1,0.0,4,3,2
5409,88,1655,350,0,0,0,1,0.0,4,3,0
5410,88,1655,350,0,0,0,1,0.0,4,3,3
5411,88,1288,200,0,0,0,1,0.0,4,3,0
5412,88,1306,200,0,0,0,1,0.0,4,3,1
5413,88,1306,500,0,0,0,2,0.0,4,3,2
5414,88,1329,200,0,0,0,1,0.0,4,3,0
5415,88,1275,350,0,0,0,1,0.0,4,3,0
5416,88,1306,100,0,0,0,1,0.0,4,3,0
5417,88,1111,1000,1,0,0,3,0.0,4,3,0
5418,88,1237,200,0,0,0,1,0.0,4,3,1
5419,88,1355,1200,0,0,0,3,0.0,4,3,1
5420,88,828,400,0,0,0,1,0.0,4,3,2
5421,88,1306,250,0,0,0,1,0.0,4,3,0
5422,88,1306,250,0,1,0,1,0.0,4,3,2
5423,88,1306,200,0,0,0,1,0.0,4,3,0
5424,88,568,250,0,0,0,1,0.0,4,3,1
5425,88,1306,250,0,0,0,1,0.0,4,3,1
5426,88,549,200,0,0,0,1,0.0,4,3,2
5427,88,177,500,0,0,0,2,0.0,4,3,0
5428,88,1595,200,0,0,0,1,0.0,4,3,0
5429,88,1306,200,0,0,0,1,0.0,4,3,0
5430,88,874,150,0,0,0,1,0.0,4,3,0
5431,88,1288,350,0,0,0,1,0.0,4,3,0
5432,88,1359,2000,0,1,0,4,3.4,2,0,220
5433,88,1438,2100,1,0,0,4,3.4,2,0,570
5434,88,588,1100,0,1,0,3,3.8,5,2,565
